,Unnamed: 0,Entity,Code,Year,Annual_biofuel_production
746,,Faeroe Islands,FRO,2009,0
747,,Faeroe Islands,FRO,2010,0
748,,Falkland Islands,FLK,2000,0
749,,Falkland Islands,FLK,2001,0
750,,Falkland Islands,FLK,2002,0
751,,Falkland Islands,FLK,2003,0
752,,Falkland Islands,FLK,2004,0
753,,Falkland Islands,FLK,2005,0
754,,Falkland Islands,FLK,2006,0
755,,Falkland Islands,FLK,2007,0
756,,Falkland Islands,FLK,2008,0
757,,Falkland Islands,FLK,2009,0
758,,Falkland Islands,FLK,2010,0
759,,Fiji,FJI,2000,0
760,,Fiji,FJI,2001,0
761,,Fiji,FJI,2002,0
762,,Fiji,FJI,2003,0
763,,Fiji,FJI,2004,0
764,,Fiji,FJI,2005,0
765,,Fiji,FJI,2006,0
766,,Fiji,FJI,2007,0
767,,Fiji,FJI,2008,0
768,,Fiji,FJI,2009,0.01
769,,Fiji,FJI,2010,0
770,,Finland,FIN,2000,0
771,,Finland,FIN,2001,0
772,,Finland,FIN,2002,0
773,,Finland,FIN,2003,0.05
774,,Finland,FIN,2004,0.22
775,,Finland,FIN,2005,0.4
776,,Finland,FIN,2006,1.35
777,,Finland,FIN,2007,2.5
778,,Finland,FIN,2008,4.5
779,,Finland,FIN,2009,5.9
780,,Finland,FIN,2010,0
781,,France,FRA,2000,7.9
782,,France,FRA,2001,8.4
783,,France,FRA,2002,9
784,,France,FRA,2003,9.4
785,,France,FRA,2004,10.9
786,,France,FRA,2005,16.6
787,,France,FRA,2006,28
788,,France,FRA,2007,50.4
789,,France,FRA,2008,58
790,,France,FRA,2009,55
791,,France,FRA,2010,0
792,,French Guiana,GUF,2000,0
793,,French Guiana,GUF,2001,0
794,,French Guiana,GUF,2002,0
795,,French Guiana,GUF,2003,0
796,,French Guiana,GUF,2004,0
797,,French Guiana,GUF,2005,0
798,,French Guiana,GUF,2006,0
799,,French Guiana,GUF,2007,0
800,,French Guiana,GUF,2008,0
801,,French Guiana,GUF,2009,0
802,,French Guiana,GUF,2010,0
803,,French Polynesia,PYF,2000,0
804,,French Polynesia,PYF,2001,0
805,,French Polynesia,PYF,2002,0
806,,French Polynesia,PYF,2003,0
807,,French Polynesia,PYF,2004,0
808,,French Polynesia,PYF,2005,0
809,,French Polynesia,PYF,2006,0
810,,French Polynesia,PYF,2007,0
811,,French Polynesia,PYF,2008,0
812,,French Polynesia,PYF,2009,0
813,,French Polynesia,PYF,2010,0
814,,Gabon,GAB,2000,0
815,,Gabon,GAB,2001,0
816,,Gabon,GAB,2002,0
817,,Gabon,GAB,2003,0
818,,Gabon,GAB,2004,0
819,,Gabon,GAB,2005,0
820,,Gabon,GAB,2006,0
821,,Gabon,GAB,2007,0
822,,Gabon,GAB,2008,0
823,,Gabon,GAB,2009,0
824,,Gabon,GAB,2010,0
825,,Gambia,GMB,2000,0
826,,Gambia,GMB,2001,0
827,,Gambia,GMB,2002,0
828,,Gambia,GMB,2003,0
829,,Gambia,GMB,2004,0
830,,Gambia,GMB,2005,0
831,,Gambia,GMB,2006,0
832,,Gambia,GMB,2007,0
833,,Gambia,GMB,2008,0
834,,Gambia,GMB,2009,0
835,,Gambia,GMB,2010,0
836,,Georgia,GEO,2000,0
837,,Georgia,GEO,2001,0
838,,Georgia,GEO,2002,0
839,,Georgia,GEO,2003,0
840,,Georgia,GEO,2004,0
841,,Georgia,GEO,2005,0
842,,Georgia,GEO,2006,0
843,,Georgia,GEO,2007,0
844,,Georgia,GEO,2008,0
845,,Georgia,GEO,2009,0
846,,Georgia,GEO,2010,0
847,,Germany,DEU,2000,5.4
848,,Germany,DEU,2001,8.8
849,,Germany,DEU,2002,14
850,,Germany,DEU,2003,20.4
851,,Germany,DEU,2004,35.8
852,,Germany,DEU,2005,59.4
853,,Germany,DEU,2006,63.8
854,,Germany,DEU,2007,65
855,,Germany,DEU,2008,58
856,,Germany,DEU,2009,62
857,,Germany,DEU,2010,0
858,,Ghana,GHA,2000,0
859,,Ghana,GHA,2001,0
860,,Ghana,GHA,2002,0
861,,Ghana,GHA,2003,0
862,,Ghana,GHA,2004,0
863,,Ghana,GHA,2005,0
864,,Ghana,GHA,2006,0
865,,Ghana,GHA,2007,0
866,,Ghana,GHA,2008,0
867,,Ghana,GHA,2009,0
868,,Ghana,GHA,2010,0
869,,Gibraltar,GIB,2000,0
870,,Gibraltar,GIB,2001,0
871,,Gibraltar,GIB,2002,0
872,,Gibraltar,GIB,2003,0
873,,Gibraltar,GIB,2004,0
874,,Gibraltar,GIB,2005,0
875,,Gibraltar,GIB,2006,0
876,,Gibraltar,GIB,2007,0
877,,Gibraltar,GIB,2008,0
878,,Gibraltar,GIB,2009,0
879,,Gibraltar,GIB,2010,0
880,,Greece,GRC,2000,0
881,,Greece,GRC,2001,0
882,,Greece,GRC,2002,0
883,,Greece,GRC,2003,0
884,,Greece,GRC,2004,0.06
885,,Greece,GRC,2005,0.9
886,,Greece,GRC,2006,1.8
887,,Greece,GRC,2007,1.3
888,,Greece,GRC,2008,1.4
889,,Greece,GRC,2009,2.4
890,,Greece,GRC,2010,0
891,,Greenland,GRL,2000,0
892,,Greenland,GRL,2001,0
893,,Greenland,GRL,2002,0
894,,Greenland,GRL,2003,0
895,,Greenland,GRL,2004,0
896,,Greenland,GRL,2005,0
897,,Greenland,GRL,2006,0
898,,Greenland,GRL,2007,0
899,,Greenland,GRL,2008,0
900,,Greenland,GRL,2009,0
901,,Greenland,GRL,2010,0
902,,Grenada,GRD,2000,0
903,,Grenada,GRD,2001,0
904,,Grenada,GRD,2002,0
905,,Grenada,GRD,2003,0
906,,Grenada,GRD,2004,0
907,,Grenada,GRD,2005,0
908,,Grenada,GRD,2006,0
909,,Grenada,GRD,2007,0
910,,Grenada,GRD,2008,0
911,,Grenada,GRD,2009,0
912,,Grenada,GRD,2010,0
913,,Guadeloupe,GLP,2000,0
914,,Guadeloupe,GLP,2001,0
915,,Guadeloupe,GLP,2002,0
916,,Guadeloupe,GLP,2003,0
917,,Guadeloupe,GLP,2004,0
918,,Guadeloupe,GLP,2005,0
919,,Guadeloupe,GLP,2006,0
920,,Guadeloupe,GLP,2007,0
921,,Guadeloupe,GLP,2008,0
922,,Guadeloupe,GLP,2009,0
923,,Guadeloupe,GLP,2010,0
924,,Guatemala,GTM,2000,0
925,,Guatemala,GTM,2001,0
926,,Guatemala,GTM,2002,0
927,,Guatemala,GTM,2003,0
928,,Guatemala,GTM,2004,0
929,,Guatemala,GTM,2005,1.3
930,,Guatemala,GTM,2006,2.9
931,,Guatemala,GTM,2007,2.9
932,,Guatemala,GTM,2008,3.01
933,,Guatemala,GTM,2009,3.01
934,,Guatemala,GTM,2010,0
935,,Guinea,GIN,2000,0
936,,Guinea,GIN,2001,0
937,,Guinea,GIN,2002,0
938,,Guinea,GIN,2003,0
939,,Guinea,GIN,2004,0
940,,Guinea,GIN,2005,0
941,,Guinea,GIN,2006,0
942,,Guinea,GIN,2007,0
943,,Guinea,GIN,2008,0
944,,Guinea,GIN,2009,0
945,,Guinea,GIN,2010,0
946,,Guinea-Bissau,GNB,2000,0
947,,Guinea-Bissau,GNB,2001,0
948,,Guinea-Bissau,GNB,2002,0
949,,Guinea-Bissau,GNB,2003,0
950,,Guinea-Bissau,GNB,2004,0
951,,Guinea-Bissau,GNB,2005,0
952,,Guinea-Bissau,GNB,2006,0
953,,Guinea-Bissau,GNB,2007,0
954,,Guinea-Bissau,GNB,2008,0
955,,Guinea-Bissau,GNB,2009,0
956,,Guinea-Bissau,GNB,2010,0
957,,Guyana,GUY,2000,0
958,,Guyana,GUY,2001,0
959,,Guyana,GUY,2002,0
960,,Guyana,GUY,2003,0
961,,Guyana,GUY,2004,0
962,,Guyana,GUY,2005,0
963,,Guyana,GUY,2006,0
964,,Guyana,GUY,2007,0
965,,Guyana,GUY,2008,0
966,,Guyana,GUY,2009,0
967,,Guyana,GUY,2010,0
968,,Haiti,HTI,2000,0
969,,Haiti,HTI,2001,0
970,,Haiti,HTI,2002,0
971,,Haiti,HTI,2003,0
972,,Haiti,HTI,2004,0
973,,Haiti,HTI,2005,0
974,,Haiti,HTI,2006,0
975,,Haiti,HTI,2007,0
976,,Haiti,HTI,2008,0
977,,Haiti,HTI,2009,0
978,,Haiti,HTI,2010,0
979,,Honduras,HND,2000,0
980,,Honduras,HND,2001,0
981,,Honduras,HND,2002,0
982,,Honduras,HND,2003,0
983,,Honduras,HND,2004,0.001
984,,Honduras,HND,2005,0.02
985,,Honduras,HND,2006,0.02
986,,Honduras,HND,2007,0.02
987,,Honduras,HND,2008,0.02
988,,Honduras,HND,2009,0.02
989,,Honduras,HND,2010,0
990,,Hong Kong,HKG,2000,0
991,,Hong Kong,HKG,2001,0
992,,Hong Kong,HKG,2002,0
993,,Hong Kong,HKG,2003,0
994,,Hong Kong,HKG,2004,0
995,,Hong Kong,HKG,2005,0
996,,Hong Kong,HKG,2006,0
997,,Hong Kong,HKG,2007,0
998,,Hong Kong,HKG,2008,0
999,,Hong Kong,HKG,2009,0.1
1000,,Hong Kong,HKG,2010,0
1001,,Hungary,HUN,2000,0
1002,,Hungary,HUN,2001,0
1003,,Hungary,HUN,2002,0
1004,,Hungary,HUN,2003,0
1005,,Hungary,HUN,2004,0.1
1006,,Hungary,HUN,2005,0.4
1007,,Hungary,HUN,2006,0.5
1008,,Hungary,HUN,2007,4
1009,,Hungary,HUN,2008,3.9
1010,,Hungary,HUN,2009,3.3
1011,,Hungary,HUN,2010,0
1012,,Iceland,ISL,2000,0
1013,,Iceland,ISL,2001,0
1014,,Iceland,ISL,2002,0
1015,,Iceland,ISL,2003,0
1016,,Iceland,ISL,2004,0
1017,,Iceland,ISL,2005,0
1018,,Iceland,ISL,2006,0
1019,,Iceland,ISL,2007,0
1020,,Iceland,ISL,2008,0
1021,,Iceland,ISL,2009,0
1022,,Iceland,ISL,2010,0
1023,,India,IND,2000,3
1024,,India,IND,2001,3.2
1025,,India,IND,2002,3.3
1026,,India,IND,2003,3.5
1027,,India,IND,2004,3.9
1028,,India,IND,2005,4.5
1029,,India,IND,2006,4.7
1030,,India,IND,2007,5.2
1031,,India,IND,2008,7
1032,,India,IND,2009,7
1033,,India,IND,2010,0
1034,,Indonesia,IDN,2000,0
1035,,Indonesia,IDN,2001,0
1036,,Indonesia,IDN,2002,0
1037,,Indonesia,IDN,2003,0
1038,,Indonesia,IDN,2004,0.2
1039,,Indonesia,IDN,2005,0.5
1040,,Indonesia,IDN,2006,1.2
1041,,Indonesia,IDN,2007,2.2
1042,,Indonesia,IDN,2008,6.2
1043,,Indonesia,IDN,2009,8
1044,,Indonesia,IDN,2010,0
1045,,Iran,IRN,2000,0
1046,,Iran,IRN,2001,0
1047,,Iran,IRN,2002,0
1048,,Iran,IRN,2003,0
1049,,Iran,IRN,2004,0
1050,,Iran,IRN,2005,0
1051,,Iran,IRN,2006,0
1052,,Iran,IRN,2007,0
1053,,Iran,IRN,2008,0
1054,,Iran,IRN,2009,0
1055,,Iran,IRN,2010,0
1056,,Iraq,IRQ,2000,0
1057,,Iraq,IRQ,2001,0
1058,,Iraq,IRQ,2002,0
1059,,Iraq,IRQ,2003,0
1060,,Iraq,IRQ,2004,0
1061,,Iraq,IRQ,2005,0
1062,,Iraq,IRQ,2006,0
1063,,Iraq,IRQ,2007,0
1064,,Iraq,IRQ,2008,0
1065,,Iraq,IRQ,2009,0
1066,,Iraq,IRQ,2010,0
1067,,Ireland,IRL,2000,0
1068,,Ireland,IRL,2001,0
1069,,Ireland,IRL,2002,0
1070,,Ireland,IRL,2003,0
1071,,Ireland,IRL,2004,0.02
1072,,Ireland,IRL,2005,0.04
1073,,Ireland,IRL,2006,0.4
1074,,Ireland,IRL,2007,0.6
1075,,Ireland,IRL,2008,1.4
1076,,Ireland,IRL,2009,1.3
1077,,Ireland,IRL,2010,0
1078,,Israel,ISR,2000,0
1079,,Israel,ISR,2001,0
1080,,Israel,ISR,2002,0
1081,,Israel,ISR,2003,0
1082,,Israel,ISR,2004,0
1083,,Israel,ISR,2005,0
1084,,Israel,ISR,2006,0
1085,,Israel,ISR,2007,0
1086,,Israel,ISR,2008,0
1087,,Israel,ISR,2009,0.1
1088,,Israel,ISR,2010,0
1089,,Italy,ITA,2000,2.8
1090,,Italy,ITA,2001,4.1
1091,,Italy,ITA,2002,5.3
1092,,Italy,ITA,2003,6.2
1093,,Italy,ITA,2004,7.8
1094,,Italy,ITA,2005,13.8
1095,,Italy,ITA,2006,10.2
1096,,Italy,ITA,2007,14.1
1097,,Italy,ITA,2008,16.6
1098,,Italy,ITA,2009,16.5
1099,,Italy,ITA,2010,0
1100,,Jamaica,JAM,2000,
1101,,Jamaica,JAM,2001,1.9
1102,,Jamaica,JAM,2002,2.6
1103,,Jamaica,JAM,2003,1.97
1104,,Jamaica,JAM,2004,2.2
1105,,Jamaica,JAM,2005,5.2
1106,,Jamaica,JAM,2006,4.852
1107,,Jamaica,JAM,2007,6.423
1108,,Jamaica,JAM,2008,6.9
1109,,Jamaica,JAM,2009,2
1110,,Jamaica,JAM,2010,0
1111,,Japan,JPN,2000,0
1112,,Japan,JPN,2001,0
1113,,Japan,JPN,2002,0
1114,,Japan,JPN,2003,0
1115,,Japan,JPN,2004,0
1116,,Japan,JPN,2005,0.1005
1117,,Japan,JPN,2006,0.102
1118,,Japan,JPN,2007,0.103
1119,,Japan,JPN,2008,0.203
1120,,Japan,JPN,2009,1.3
1121,,Japan,JPN,2010,0
1122,,Jordan,JOR,2000,0
1123,,Jordan,JOR,2001,0
1124,,Jordan,JOR,2002,0
1125,,Jordan,JOR,2003,0
1126,,Jordan,JOR,2004,0
1127,,Jordan,JOR,2005,0
1128,,Jordan,JOR,2006,0
1129,,Jordan,JOR,2007,0
1130,,Jordan,JOR,2008,0
1131,,Jordan,JOR,2009,0
1132,,Jordan,JOR,2010,0
1133,,Kazakhstan,KAZ,2000,0
1134,,Kazakhstan,KAZ,2001,0
1135,,Kazakhstan,KAZ,2002,0
1136,,Kazakhstan,KAZ,2003,0
1137,,Kazakhstan,KAZ,2004,0
1138,,Kazakhstan,KAZ,2005,0
1139,,Kazakhstan,KAZ,2006,0.05
1140,,Kazakhstan,KAZ,2007,0
1141,,Kazakhstan,KAZ,2008,0.5
1142,,Kazakhstan,KAZ,2009,0
1143,,Kazakhstan,KAZ,2010,0
1144,,Kenya,KEN,2000,0
1145,,Kenya,KEN,2001,0
1146,,Kenya,KEN,2002,0
1147,,Kenya,KEN,2003,0
1148,,Kenya,KEN,2004,0
1149,,Kenya,KEN,2005,0
1150,,Kenya,KEN,2006,0
1151,,Kenya,KEN,2007,0
1152,,Kenya,KEN,2008,0
1153,,Kenya,KEN,2009,0
1154,,Kenya,KEN,2010,0
1155,,Kiribati,KIR,2000,0
1156,,Kiribati,KIR,2001,0
1157,,Kiribati,KIR,2002,0
1158,,Kiribati,KIR,2003,0
1159,,Kiribati,KIR,2004,0
1160,,Kiribati,KIR,2005,0
1161,,Kiribati,KIR,2006,0
1162,,Kiribati,KIR,2007,0
1163,,Kiribati,KIR,2008,0
1164,,Kiribati,KIR,2009,0
1165,,Kiribati,KIR,2010,0
1166,,Kuwait,KWT,2000,0
1167,,Kuwait,KWT,2001,0
1168,,Kuwait,KWT,2002,0
1169,,Kuwait,KWT,2003,0
1170,,Kuwait,KWT,2004,0
1171,,Kuwait,KWT,2005,0
1172,,Kuwait,KWT,2006,0
1173,,Kuwait,KWT,2007,0
1174,,Kuwait,KWT,2008,0
1175,,Kuwait,KWT,2009,0
1176,,Kuwait,KWT,2010,0
1177,,Kyrgyzstan,KGZ,2000,0
1178,,Kyrgyzstan,KGZ,2001,0
1179,,Kyrgyzstan,KGZ,2002,0
1180,,Kyrgyzstan,KGZ,2003,0
1181,,Kyrgyzstan,KGZ,2004,0
1182,,Kyrgyzstan,KGZ,2005,0
1183,,Kyrgyzstan,KGZ,2006,0
1184,,Kyrgyzstan,KGZ,2007,0
1185,,Kyrgyzstan,KGZ,2008,0
1186,,Kyrgyzstan,KGZ,2009,0
1187,,Kyrgyzstan,KGZ,2010,0
1188,,Laos,LAO,2000,0
1189,,Laos,LAO,2001,0
1190,,Laos,LAO,2002,0
1191,,Laos,LAO,2003,0
1192,,Laos,LAO,2004,0
1193,,Laos,LAO,2005,0
1194,,Laos,LAO,2006,0
1195,,Laos,LAO,2007,0
1196,,Laos,LAO,2008,0
1197,,Laos,LAO,2009,0
1198,,Laos,LAO,2010,0
1199,,Latvia,LVA,2000,0
1200,,Latvia,LVA,2001,0
1201,,Latvia,LVA,2002,0
1202,,Latvia,LVA,2003,0.2
1203,,Latvia,LVA,2004,0.3
1204,,Latvia,LVA,2005,0.3
1205,,Latvia,LVA,2006,0.5
1206,,Latvia,LVA,2007,0.9
1207,,Latvia,LVA,2008,1.2
1208,,Latvia,LVA,2009,1.1
1209,,Latvia,LVA,2010,0
1210,,Lebanon,LBN,2000,0
1211,,Lebanon,LBN,2001,0
1212,,Lebanon,LBN,2002,0
1213,,Lebanon,LBN,2003,0
1214,,Lebanon,LBN,2004,0
1215,,Lebanon,LBN,2005,0
1216,,Lebanon,LBN,2006,0
1217,,Lebanon,LBN,2007,0
1218,,Lebanon,LBN,2008,0
1219,,Lebanon,LBN,2009,0
1220,,Lebanon,LBN,2010,0
1221,,Lesotho,LSO,2000,0
1222,,Lesotho,LSO,2001,0
1223,,Lesotho,LSO,2002,0
1224,,Lesotho,LSO,2003,0
1225,,Lesotho,LSO,2004,0
1226,,Lesotho,LSO,2005,0
1227,,Lesotho,LSO,2006,0
1228,,Lesotho,LSO,2007,0
1229,,Lesotho,LSO,2008,0
1230,,Lesotho,LSO,2009,0
1231,,Lesotho,LSO,2010,0
1232,,Liberia,LBR,2000,0
1233,,Liberia,LBR,2001,0
1234,,Liberia,LBR,2002,0
1235,,Liberia,LBR,2003,0
1236,,Liberia,LBR,2004,0
1237,,Liberia,LBR,2005,0
1238,,Liberia,LBR,2006,0
1239,,Liberia,LBR,2007,0
1240,,Liberia,LBR,2008,0
1241,,Liberia,LBR,2009,0
1242,,Liberia,LBR,2010,0
1243,,Libya,LBY,2000,0
1244,,Libya,LBY,2001,0
1245,,Libya,LBY,2002,0
1246,,Libya,LBY,2003,0
1247,,Libya,LBY,2004,0
1248,,Libya,LBY,2005,0
1249,,Libya,LBY,2006,0
1250,,Libya,LBY,2007,0
1251,,Libya,LBY,2008,0
1252,,Libya,LBY,2009,0
1253,,Libya,LBY,2010,0
1254,,Liechtenstein,LIE,2000,0
1255,,Liechtenstein,LIE,2001,0
1256,,Liechtenstein,LIE,2002,0
1257,,Liechtenstein,LIE,2003,0
1258,,Liechtenstein,LIE,2004,0
1259,,Liechtenstein,LIE,2005,0
1260,,Liechtenstein,LIE,2006,0
1261,,Liechtenstein,LIE,2007,0
1262,,Liechtenstein,LIE,2008,0
1263,,Liechtenstein,LIE,2009,0
1264,,Liechtenstein,LIE,2010,0
1265,,Lithuania,LTU,2000,0
1266,,Lithuania,LTU,2001,0
1267,,Lithuania,LTU,2002,0
1268,,Lithuania,LTU,2003,0.14
1269,,Lithuania,LTU,2004,0.2
1270,,Lithuania,LTU,2005,0.5
1271,,Lithuania,LTU,2006,0.8
1272,,Lithuania,LTU,2007,1.7
1273,,Lithuania,LTU,2008,2.4
1274,,Lithuania,LTU,2009,2.5
1275,,Lithuania,LTU,2010,0
1276,,Luxembourg,LUX,2000,0
1277,,Luxembourg,LUX,2001,0
1278,,Luxembourg,LUX,2002,0
1279,,Luxembourg,LUX,2003,0
1280,,Luxembourg,LUX,2004,0
1281,,Luxembourg,LUX,2005,0
1282,,Luxembourg,LUX,2006,0
1283,,Luxembourg,LUX,2007,0
1284,,Luxembourg,LUX,2008,0
1285,,Luxembourg,LUX,2009,0
1286,,Luxembourg,LUX,2010,0
1287,,Macao,MAC,2000,0
1288,,Macao,MAC,2001,0
1289,,Macao,MAC,2002,0
1290,,Macao,MAC,2003,0
1291,,Macao,MAC,2004,0
1292,,Macao,MAC,2005,0
1293,,Macao,MAC,2006,0
1294,,Macao,MAC,2007,0
1295,,Macao,MAC,2008,0
1296,,Macao,MAC,2009,0
1297,,Macao,MAC,2010,0
1298,,Macedonia,MKD,2000,0
1299,,Macedonia,MKD,2001,0
1300,,Macedonia,MKD,2002,0
1301,,Macedonia,MKD,2003,0
1302,,Macedonia,MKD,2004,0
1303,,Macedonia,MKD,2005,0
1304,,Macedonia,MKD,2006,0.05
1305,,Macedonia,MKD,2007,0.01
1306,,Macedonia,MKD,2008,0.01
1307,,Macedonia,MKD,2009,0.01
1308,,Macedonia,MKD,2010,0
1309,,Madagascar,MDG,2000,0
1310,,Madagascar,MDG,2001,0
1311,,Madagascar,MDG,2002,0
1312,,Madagascar,MDG,2003,0
1313,,Madagascar,MDG,2004,0
1314,,Madagascar,MDG,2005,0
1315,,Madagascar,MDG,2006,0
1316,,Madagascar,MDG,2007,0
1317,,Madagascar,MDG,2008,0
1318,,Madagascar,MDG,2009,0
1319,,Madagascar,MDG,2010,0
1320,,Malawi,MWI,2000,0.2
1321,,Malawi,MWI,2001,0.2
1322,,Malawi,MWI,2002,0.2
1323,,Malawi,MWI,2003,0.2
1324,,Malawi,MWI,2004,0.2
1325,,Malawi,MWI,2005,0.2
1326,,Malawi,MWI,2006,0.2
1327,,Malawi,MWI,2007,0.2
1328,,Malawi,MWI,2008,0.2
1329,,Malawi,MWI,2009,0.2
1330,,Malawi,MWI,2010,0
1331,,Malaysia,MYS,2000,0
1332,,Malaysia,MYS,2001,0
1333,,Malaysia,MYS,2002,0
1334,,Malaysia,MYS,2003,0
1335,,Malaysia,MYS,2004,0
1336,,Malaysia,MYS,2005,1.1
1337,,Malaysia,MYS,2006,2.5
1338,,Malaysia,MYS,2007,4.5
1339,,Malaysia,MYS,2008,4.5
1340,,Malaysia,MYS,2009,2
1341,,Malaysia,MYS,2010,0
1342,,Maldives,MDV,2000,0
1343,,Maldives,MDV,2001,0
1344,,Maldives,MDV,2002,0
1345,,Maldives,MDV,2003,0
1346,,Maldives,MDV,2004,0
1347,,Maldives,MDV,2005,0
1348,,Maldives,MDV,2006,0
1349,,Maldives,MDV,2007,0
1350,,Maldives,MDV,2008,0
1351,,Maldives,MDV,2009,0
1352,,Maldives,MDV,2010,0
1353,,Mali,MLI,2000,0
1354,,Mali,MLI,2001,0
1355,,Mali,MLI,2002,0
1356,,Mali,MLI,2003,0
1357,,Mali,MLI,2004,0
1358,,Mali,MLI,2005,0
1359,,Mali,MLI,2006,0
1360,,Mali,MLI,2007,0
1361,,Mali,MLI,2008,0
1362,,Mali,MLI,2009,0
1363,,Mali,MLI,2010,0
1364,,Malta,MLT,2000,0
1365,,Malta,MLT,2001,0
1366,,Malta,MLT,2002,0
1367,,Malta,MLT,2003,0
1368,,Malta,MLT,2004,0.04
1369,,Malta,MLT,2005,0.04
1370,,Malta,MLT,2006,0.02
1371,,Malta,MLT,2007,0.02
1372,,Malta,MLT,2008,0.02
1373,,Malta,MLT,2009,0
1374,,Malta,MLT,2010,0
1375,,Marshall Islands,MHL,2000,0
1376,,Marshall Islands,MHL,2001,0
1377,,Marshall Islands,MHL,2002,0
1378,,Marshall Islands,MHL,2003,0
1379,,Marshall Islands,MHL,2004,0
1380,,Marshall Islands,MHL,2005,0
1381,,Marshall Islands,MHL,2006,0
1382,,Marshall Islands,MHL,2007,0
1383,,Marshall Islands,MHL,2008,0
1384,,Marshall Islands,MHL,2009,0
1385,,Marshall Islands,MHL,2010,0
1386,,Martinique,MTQ,2000,0
1387,,Martinique,MTQ,2001,0
1388,,Martinique,MTQ,2002,0
1389,,Martinique,MTQ,2003,0
1390,,Martinique,MTQ,2004,0
1391,,Martinique,MTQ,2005,0
1392,,Martinique,MTQ,2006,0
1393,,Martinique,MTQ,2007,0
1394,,Martinique,MTQ,2008,0
1395,,Martinique,MTQ,2009,0
1396,,Martinique,MTQ,2010,0
1397,,Mauritania,MRT,2000,0
1398,,Mauritania,MRT,2001,0
1399,,Mauritania,MRT,2002,0
1400,,Mauritania,MRT,2003,0
1401,,Mauritania,MRT,2004,0
1402,,Mauritania,MRT,2005,0
1403,,Mauritania,MRT,2006,0
1404,,Mauritania,MRT,2007,0
1405,,Mauritania,MRT,2008,0
1406,,Mauritania,MRT,2009,0
1407,,Mauritania,MRT,2010,0
1408,,Mauritius,MUS,2000,0
1409,,Mauritius,MUS,2001,0
1410,,Mauritius,MUS,2002,0
1411,,Mauritius,MUS,2003,0
1412,,Mauritius,MUS,2004,0
1413,,Mauritius,MUS,2005,0
1414,,Mauritius,MUS,2006,0
1415,,Mauritius,MUS,2007,0
1416,,Mauritius,MUS,2008,0
1417,,Mauritius,MUS,2009,0
1418,,Mauritius,MUS,2010,0
1419,,Mexico,MEX,2000,0
1420,,Mexico,MEX,2001,0
1421,,Mexico,MEX,2002,0
1422,,Mexico,MEX,2003,0
1423,,Mexico,MEX,2004,0
1424,,Mexico,MEX,2005,0
1425,,Mexico,MEX,2006,0.1
1426,,Mexico,MEX,2007,0.1
1427,,Mexico,MEX,2008,0.103
1428,,Mexico,MEX,2009,0.4
1429,,Mexico,MEX,2010,0
1430,,Micronesia (country),FSM,2000,0
1431,,Micronesia (country),FSM,2001,0
1432,,Micronesia (country),FSM,2002,0
1433,,Micronesia (country),FSM,2003,0
1434,,Micronesia (country),FSM,2004,0
1435,,Micronesia (country),FSM,2005,0
1436,,Micronesia (country),FSM,2006,0
1437,,Micronesia (country),FSM,2007,0
1438,,Micronesia (country),FSM,2008,0
1439,,Micronesia (country),FSM,2009,0
1440,,Micronesia (country),FSM,2010,0
1441,,Moldova,MDA,2000,0
1442,,Moldova,MDA,2001,0
1443,,Moldova,MDA,2002,0
1444,,Moldova,MDA,2003,0
1445,,Moldova,MDA,2004,0
1446,,Moldova,MDA,2005,0
1447,,Moldova,MDA,2006,0
1448,,Moldova,MDA,2007,0
1449,,Moldova,MDA,2008,0
1450,,Moldova,MDA,2009,0
1451,,Moldova,MDA,2010,0
1452,,Mongolia,MNG,2000,0
1453,,Mongolia,MNG,2001,0
1454,,Mongolia,MNG,2002,0
1455,,Mongolia,MNG,2003,0
1456,,Mongolia,MNG,2004,0
1457,,Mongolia,MNG,2005,0
1458,,Mongolia,MNG,2006,0
1459,,Mongolia,MNG,2007,0
1460,,Mongolia,MNG,2008,0
1461,,Mongolia,MNG,2009,0
1462,,Mongolia,MNG,2010,0
1463,,Montenegro,MNE,2000,--
1464,,Montenegro,MNE,2001,--
1465,,Montenegro,MNE,2002,--
1466,,Montenegro,MNE,2003,--
1467,,Montenegro,MNE,2004,--
1468,,Montenegro,MNE,2005,0
1469,,Montenegro,MNE,2006,0
1470,,Montenegro,MNE,2007,0
1471,,Montenegro,MNE,2008,0
1472,,Montenegro,MNE,2009,0
1473,,Montenegro,MNE,2010,0
1474,,Montserrat,MSR,2000,0
1475,,Montserrat,MSR,2001,0
1476,,Montserrat,MSR,2002,0
1477,,Montserrat,MSR,2003,0
1478,,Montserrat,MSR,2004,0
1479,,Montserrat,MSR,2005,0
1480,,Montserrat,MSR,2006,0
1481,,Montserrat,MSR,2007,0
1482,,Montserrat,MSR,2008,0
1483,,Montserrat,MSR,2009,0
1484,,Montserrat,MSR,2010,0
1485,,Morocco,MAR,2000,0
1486,,Morocco,MAR,2001,0
1487,,Morocco,MAR,2002,0
1488,,Morocco,MAR,2003,0
1489,,Morocco,MAR,2004,0
1490,,Morocco,MAR,2005,0
1491,,Morocco,MAR,2006,0
1492,,Morocco,MAR,2007,0
1493,,Morocco,MAR,2008,0
1494,,Morocco,MAR,2009,0
1495,,Morocco,MAR,2010,0
1496,,Mozambique,MOZ,2000,0
1497,,Mozambique,MOZ,2001,0
